District,State/UT,SIDD_pct,SIRD_pct,CIRDD_pct,MOD_pct,MARD_pct,Priority_Score,GLP1_Focused_Priority_Score
Anjaw ,Arunachal Pradesh,24.241047371776244,29.26257326176186,8.687555739126134,5.300402240204789,32.50842138713097,-64.32428172731056,-46.09062809077915
Anugul ,Odisha,24.674472831574867,28.89863502462411,9.34921297149571,3.360186029493499,33.71749314281181,-0.5390523444139594,-8.402028358187067
Anuppur ,Madhya Pradesh,24.88914033278588,28.147531261053405,9.092739124311723,4.147296964807235,33.72329231704176,-76.06121191407064,-70.8817637149214
Araria ,Bihar,26.581918894118456,28.170066333523124,9.400621076723862,3.4324168053043516,32.41497689033021,-47.05012736229415,-54.742813720650176
Aravali ,Gujarat,25.465707440035125,28.857129810288537,9.71389522629498,3.0758955213208257,32.88737200206053,28.889182239999716,17.055295069116934
Ariyalur ,Tamil Nadu,24.065320137916217,31.775781700266148,9.434748281137264,2.4645705494466736,32.259579331233695,153.2196687672744,136.76606501797662
Arwal ,Bihar,26.16276724928633,28.170914618055953,9.40967555494589,3.4502559128853783,32.80638666482645,-47.05012736229415,-54.64353020435888
Ashoknagar ,Madhya Pradesh,24.729022493147596,27.96800616420242,8.921681071235474,4.28271391409172,34.098576357322784,-76.06121191407064,-70.89503955984769
Auraiya ,Uttar Pradesh,24.311163626885,28.40736959531348,8.924144173911445,4.319894644571167,34.037427959318904,-57.60025869445962,-50.422463563014894
Aurangabad ,Bihar,25.943027271815172,28.218588794503052,9.44333748025189,3.394357452252274,33.00068900117761,-47.05012736229415,-54.74705698789813
Aurangabad ,Maharashtra,24.259968089319315,28.737409027407146,9.079509019509036,3.958006627469225,33.96510723629528,-3.0185880730129027,-1.7344727720506394
Azamgarh ,Uttar Pradesh,24.412998384612116,28.50714615153498,8.999270426432311,4.2972186102135295,33.78336642720706,-57.60025869445962,-50.132730074017175
Badgam ,Jammu & Kashmir,23.52482369521764,28.796502662635152,8.233673239601591,6.575861845209086,32.869138557336534,-40.8891157881805,-13.008684193899562
Bagalkot ,Karnataka,24.252999389370192,29.16464046401665,9.127000670860212,4.04626588083892,33.409093594914026,36.801995308132966,35.55827653134392
Bageshwar ,Uttarakhand,23.741319590606707,29.381899802172946,8.943320831295223,3.946876728360376,33.98658304756475,17.239357057136203,22.471193414338565
Baghpat ,Uttar Pradesh,24.426064122314816,28.5028619138811,8.99897346884423,4.310233341117905,33.76186715384195,-57.60025869445962,-50.08051761703113
Bahraich ,Uttar Pradesh,24.979239905258204,28.686182201620326,9.158087860463258,4.371375481342188,32.805114551316024,-57.60025869445962,-48.99618791325433
Baksa ,Assam,25.81890750522406,28.505510863130795,9.321182749828589,3.532605255243711,32.82179362657284,-40.2233310864287,-45.865615990575854
Balaghat ,Madhya Pradesh,24.11316059331999,27.917824745115926,8.762314302682928,3.8635286885174853,35.343171670363674,-76.06121191407064,-73.35276167528075
Balangir ,Odisha,24.85020257436591,29.01330191267403,9.43038847877429,3.3507604940278775,33.355346540157896,-0.5390523444139594,-7.979738366492997
Baleshwar ,Odisha,24.60153541789806,29.08518888635379,9.422160647899972,3.22973831566612,33.661376732182056,-0.5390523444139594,-8.333083329358978
Ballia ,Uttar Pradesh,24.545966247053542,28.40269861221593,8.958277161702195,4.490365257137832,33.6026927218905,-57.60025869445962,-49.52640433374155
Balod ,Chhattisgarh,24.18982356126322,27.93770644077793,8.735283720164226,4.178613404621826,34.9585728731728,-100.00392971156064,-92.61457648829654
Baloda Bazar ,Chhattisgarh,24.253095834145604,27.928097304690755,8.740233619761824,4.2516840368326525,34.82688920456916,-100.00392971156064,-92.26186107253565
Balrampur ,Chhattisgarh,25.01697481473981,28.119082403455778,9.00295500432595,4.504719654442849,33.35626812303561,-100.00392971156064,-90.11557023696028
Balrampur ,Uttar Pradesh,24.83513161952788,28.608350847108,9.107071976255604,4.411064765142901,33.038380791965615,-57.60025869445962,-49.10406614147296
Banas Kantha ,Gujarat,25.805812711305304,28.680944672782513,9.632061735520518,3.210181659425124,32.67099922096654,28.889182239999716,17.0497218340078
Banda ,Uttar Pradesh,24.524927854159213,28.423460969387033,8.967790879224296,4.455091637861008,33.62872865936845,-57.60025869445962,-49.630175755492004
Bandipore ,Jammu & Kashmir,23.53846630074521,28.81428013799822,8.240445624417486,6.575371227052972,32.83143670978612,-40.8891157881805,-12.938002173196622
Banka ,Bihar,26.343082266101565,28.26886281212833,9.4840210726551,3.351983860035774,32.55204998907923,-47.05012736229415,-54.76724146027628
Bankura ,West Bengal,25.82451438782831,29.081903238661848,9.680946233350493,2.6981991125805145,32.71443702757883,36.092368061066146,15.108673861659877
Banswara ,Rajasthan,24.16860294793555,27.86593645632349,8.465006501793205,5.637660450633859,33.8627936433139,-99.37848878710359,-79.55138702455795
Bara Banki ,Uttar Pradesh,24.567605189409438,28.462919585827425,8.996724420546375,4.439255763090664,33.5334950411261,-57.60025869445962,-49.55247287117152
Baramula ,Jammu & Kashmir,23.493500211328545,28.87097785942168,8.25133754741267,6.432835661630648,32.95134872020646,-40.8891157881805,-13.469503075082953
Baran ,Rajasthan,23.805238344955225,27.715333433709393,8.290699010893405,5.404607912602407,34.78412129783957,-99.37848878710359,-81.42384065123174
Bareilly ,Uttar Pradesh,24.43272075734835,28.330964170460383,8.898316611862935,4.492782147293327,33.84521631303501,-57.60025869445962,-49.80926814800397
Bargarh ,Odisha,23.611062656731086,30.149808985946947,8.88602892921404,3.235971455190108,34.11712797291782,51.81496815061215,54.65770309028536
Barmer ,Rajasthan,23.94018118011062,27.67950470895873,8.283210290881252,5.7130348156869815,34.384069004362416,-99.37848878710359,-79.91553862941913
Barnala ,Punjab,23.52926055403084,31.801024787214903,9.0859664089233,2.8707011422281674,32.71304710760279,88.66712472710418,93.01868078750692
Barpeta ,Assam,26.031926452001667,28.324204781483736,9.210813063690766,3.707822407404376,32.72523329541946,-40.2233310864287,-45.672534080231145
Barwani ,Madhya Pradesh,25.278997420595992,28.135638522509108,9.11988290040402,4.3013173726498435,33.16416378384104,-76.06121191407064,-70.1038153657367
Bastar ,Chhattisgarh,24.993960309373,28.03207336834709,8.930922761741712,4.613867538377576,33.429176022160625,-100.00392971156064,-89.88834808011596
Basti ,Uttar Pradesh,24.516832532592414,28.482296923852775,9.000989249831585,4.389052888552197,33.61082840517103,-57.60025869445962,-49.74211723735776
Bathinda ,Punjab,23.544926478847866,31.925469002310138,9.098084444549494,2.8370166091209663,32.594503465171535,88.66712472710418,93.35103761737142
Baudh ,Odisha,24.911725151812615,29.035109601638265,9.448166389929963,3.354285329139974,33.250713527479185,-0.5390523444139594,-7.870874756878418
Begusarai ,Bihar,25.942606305992932,28.206335574585765,9.433490317978402,3.4055808204977565,33.011986980945146,-47.05012736229415,-54.737328046020885
Belgaum ,Karnataka,23.931408447546346,28.27665059520138,8.799648874970103,4.827269559850196,34.165022522431975,-14.687606314424078,-8.353930615130933
Bellary ,Karnataka,24.268610927114466,29.214753690197533,9.148760569902429,4.019277915598692,33.34859689718688,36.801995308132966,35.62004034077334
Bemetara ,Chhattisgarh,24.53774630174177,28.03540239717624,8.878489797471708,4.349350276019407,34.19901122759087,-100.00392971156064,-91.29491465479538
Bengaluru ,Karnataka,23.719658138242234,29.35669644276552,9.05637219603165,3.4942401945568937,34.373033028403704,36.801995308132966,33.38629712438513
Bengaluru Rural ,Karnataka,24.14304639040668,29.470104254982356,9.21508771776902,3.7725971817264456,33.399164455115496,36.801995308132966,35.34861062772225
Betul ,Madhya Pradesh,24.41632111609285,27.942149527146743,8.84804663722759,4.0987600083371,34.694722711195716,-76.06121191407064,-71.98939521888073
Bhadradri Kothagudem ,Telangana,24.626829826448347,30.245330369483426,9.55281418773264,3.201440320896391,32.37358529543919,63.949925946630756,58.40894080154537
Bhadrak ,Odisha,24.882113609365636,29.07729918932941,9.463019409982431,3.3215552797626415,33.25601251155988,-0.5390523444139594,-7.872620416981858
Bhagalpur ,Bihar,25.93780882974626,28.177206672011263,9.40955671024128,3.432398727991056,33.04302906001014,-47.05012736229415,-54.71346321282439
Bhandara ,Maharashtra,24.002437759059227,28.626785965121712,8.962199448165789,3.8287476413371646,34.57982918631611,-3.0185880730129027,-2.8847365994209992
Bharatpur ,Rajasthan,23.95786167626363,27.87563183063581,8.441150130042075,5.344787388422359,34.38056897463613,-99.37848878710359,-81.08395136034085
Bharuch ,Gujarat,25.170707392671048,28.913758806043834,9.717925306435417,3.0072917688919807,33.19031672595772,28.889182239999716,16.920479339800217
Bhavnagar ,Gujarat,24.725252689724186,28.665984720462177,9.507497162158128,3.026138740740641,34.07512668691487,28.889182239999716,15.99982740314422
Bhilwara ,Rajasthan,23.737627991997055,27.722524525447636,8.283548498091863,5.264177991136478,34.99212099332697,-99.37848878710359,-82.14820653183122
Bhind ,Madhya Pradesh,24.93958614483101,27.960928012999776,8.941475715316383,4.407326204745055,33.750683922107775,-76.06121191407064,-70.2551388999779
Bhiwani ,Haryana,23.940535667163097,29.995087937757685,9.041375949107419,4.067538475056189,32.955461970915614,48.40292450043924,56.26122472349021
Bhojpur ,Bihar,25.941159383291737,28.18273319167206,9.414232314506986,3.4274670469668553,33.03440806356237,-47.05012736229415,-54.71715132411046
Bhopal ,Madhya Pradesh,24.219373641949847,27.97327920119486,8.833846517745599,3.89886108308139,35.0746395560283,-76.06121191407064,-72.93434781812842
Bid ,Maharashtra,24.498212512853065,28.966974854716998,9.231212342149455,3.9251620074832383,33.37843828279725,-3.0185880730129027,-0.9640725802728071
Bidar ,Karnataka,24.413887584875535,29.313727741233855,9.207128204062876,4.021712924964458,33.043543544863276,36.801995308132966,36.04129514880092
Bijapur ,Chhattisgarh,25.466409019009582,27.942032663704484,8.879684926967126,4.886336517815913,32.825536872502894,-100.00392971156064,-88.79669451014772
Bijapur ,Karnataka,24.357751494780665,29.222514238894863,9.1660183851399,4.062875854417643,33.19084002676693,36.801995308132966,35.88613998919688
Bijnor ,Uttar Pradesh,24.70929140565902,28.518594705372745,9.045508831747116,4.454254707109597,33.27235035011152,-57.60025869445962,-49.24232716230393
Bikaner ,Rajasthan,23.630712285526318,27.639097082168703,8.19447073080283,5.2229666559144015,35.31275324558775,-99.37848878710359,-82.713550499672
Bilaspur ,Chhattisgarh,24.08026029442426,27.908107455788734,8.686878820101363,4.103795727762569,35.220957701923076,-100.00392971156064,-93.13837123710552
Bilaspur ,Himachal Pradesh,23.831545077947144,29.64805302908514,8.988547616501002,3.8005054107616925,33.73134886570502,42.70090784596046,43.44666550393309
Birbhum ,West Bengal,25.894176318796564,28.939056109149202,9.623604223065673,2.765263746915072,32.77789960207349,36.092368061066146,14.879652031612912
Bishnupur ,Manipur,24.178187949372045,29.907617540904162,9.013441448392461,4.0468484653128405,32.853904596018495,42.18023693538873,43.35629820053317
Biswanath ,Assam,25.116369954817657,28.464595002693137,9.244366264289239,3.438981968847518,33.735686809352444,-40.2233310864287,-46.537057445193454
Bokaro ,Jharkhand,25.071709611006384,28.09127917130226,9.148810779805991,3.734262089659019,33.953938348226345,-81.31013812457832,-81.60973678669731
Bongaigaon ,Assam,25.415609461763523,28.225411053248713,9.114268664349776,3.7221100011289447,33.522600819509044,-40.2233310864287,-46.00325506853383
Botad ,Gujarat,24.967374140598075,28.52183091264902,9.461657743950225,3.183585379647453,33.86555182315523,28.889182239999716,16.250712752261123
Budaun ,Uttar Pradesh,24.623777587279882,28.276750270835766,8.889642570752635,4.681712081715339,33.52811748941638,-57.60025869445962,-49.0184143032151
Bulandshahr ,Uttar Pradesh,24.501275930750936,28.526735584710064,9.023981114290919,4.335194774020041,33.61281259622804,-57.60025869445962,-49.84803224665115
Buldana ,Maharashtra,24.38326832731217,28.759220782299217,9.114193843118649,4.0235184139579205,33.719798633312045,-3.0185880730129027,-1.2927603881493048
Bundi ,Rajasthan,23.699744416974223,27.750172608821405,8.297207912568057,5.136604328722057,35.11627073291426,-99.37848878710359,-82.7191751952715
Burhanpur ,Madhya Pradesh,24.72278325241844,27.908948251392232,8.86778613332209,4.35957328496708,34.14090907790016,-76.06121191407064,-70.725913341689
Buxar ,Bihar,26.07654230469538,28.14962530724695,9.390813723123088,3.4684759328284316,32.91454273210615,-47.05012736229415,-54.633499394844456
Cachar ,Assam,25.266886085609144,28.24873947838441,9.117112240978086,3.659225602624785,33.70803659240357,-40.2233310864287,-46.24469672521255
Central Delhi,Delhi,22.945798145278417,28.206614562263553,8.036489668384657,4.967513120812357,35.84358450326101,3.25623366048933,13.488720457203513
Chamarajanagar ,Karnataka,23.958179357511817,29.41032901154847,9.15044857461725,3.678615773483159,33.802427282839304,36.801995308132966,34.59746802711263
Chamba ,Himachal Pradesh,23.94436929152946,29.932960090816497,9.02932005014118,4.101616177713564,32.9917343897993,48.043744759285396,55.828799056338376
Chamoli ,Uttarakhand,23.874530701911034,29.338069288954888,8.96564335442908,4.114815191052069,33.70694146365293,17.239357057136203,23.192158170471362
Champawat ,Uttarakhand,23.93294118105871,29.39788355893184,8.999116627116242,4.1283265898749715,33.541732043018236,17.239357057136203,23.51138700111185
Champhai ,Mizoram,24.34406005296892,28.710875143873682,8.724570497016822,4.755868589078614,33.46462571706196,32.429663660175116,33.65450087084369
Chandauli ,Uttar Pradesh,24.53776322449854,28.464615671413746,8.993700319291344,4.4198732351579135,33.584047549638456,-57.60025869445962,-49.64955033735585
Chandel ,Manipur,24.715747701322883,29.871448906952295,9.035692890124537,4.1896572892125405,32.187453212387744,42.18023693538873,43.97393063610853
Chandel ,Mizoram,24.511871841874683,28.57731815956,8.68848995985666,5.614749099482611,32.60757093922604,17.305253839509728,30.705709000129023
Chandigarh,Chandigarh,23.770785976122337,29.017866816261282,9.136796868664392,4.178362991191252,33.89618734776074,43.948062261705545,43.75707663894812
Chandrapur ,Maharashtra,24.058133881786738,28.650594145114994,8.989004261810342,3.8619456038174436,34.440322107470486,-3.0185880730129027,-2.608296195918251
Changlang ,Arunachal Pradesh,24.193058593883606,28.816121673860316,8.539381484109196,5.7657606609070795,32.6856775872398,-64.32428172731056,-45.43315544290935
Charaideo ,Assam,24.60151715731414,28.168154370833925,8.961376209032595,3.447741408988371,34.82121085383097,-40.2233310864287,-47.71257965424459
Charkhi Dadri ,Haryana,23.938691419008247,30.006330497193524,9.043647366424409,4.058949639310438,32.95238107806338,48.40292450043924,56.261473530031594
Chatra ,Jharkhand,25.842395916384344,28.040874412586874,9.165213269164054,3.980270762153899,32.97124563971083,-81.31013812457832,-80.49669570619447
Chennai ,Tamil Nadu,23.53343651595884,31.82483193678868,9.299678468808969,2.3400552520397246,33.00199782640379,153.2196687672744,136.299782829022
Chhatarpur ,Madhya Pradesh,24.933386685946537,27.98661166260705,8.963612378622443,4.368867683620004,33.74752158920396,-76.06121191407064,-70.35571532374139
Chhindwara ,Madhya Pradesh,24.264640059445703,27.957744302084176,8.830835546648258,3.955540380555914,34.99123971126595,-76.06121191407064,-72.69408236577566
Chhota Udaipur ,Gujarat,26.270746247716755,28.760404258492258,9.653570934358449,3.1201678416794856,32.19511071775305,28.889182239999716,16.89410311449205
Chikkaballapura ,Karnataka,24.216537086781916,29.469039256693588,9.22925213478025,3.8162257288806725,33.268945792863576,36.801995308132966,35.57847705980675
Chikmagalur ,Karnataka,23.733407970054895,29.244674303471644,9.021898656719616,3.565440499677763,34.434578570076084,36.801995308132966,33.306607098711254
Chirang ,Assam,26.008350341351083,28.460388598521078,9.296360868357082,3.5774378342728497,32.657462357497906,-40.2233310864287,-45.810981845205916
Chitradurga ,Karnataka,24.101758087222358,29.520562679638623,9.22280228923893,3.7162510866405727,33.43862585725952,36.801995308132966,35.25416287883424
Chitrakoot ,Uttar Pradesh,24.858011588584972,28.37085210655872,8.971782251769753,4.682224521391176,33.11712953169538,-57.60025869445962,-48.6275760909746
Chittaurgarh ,Rajasthan,23.62165634575523,27.749467922352324,8.2791418126492,4.980458864331422,35.369275054911824,-99.37848878710359,-83.56048701844881
Chittoor ,Andhra Pradesh,23.83053400641368,30.485513623298736,9.46658918843978,2.5365638653780236,33.68079931646979,119.77592170032891,100.38466365950367
Churachandpur ,Manipur,24.67289914361563,29.68170562503642,8.992295697755239,4.350025427796669,32.30307410579604,42.18023693538873,44.05248644988517
Churu ,Rajasthan,23.67357353111022,27.826261749004335,8.347872974148922,4.949245504832285,35.20304624090424,-99.37848878710359,-83.41137714567782
Coimbatore ,Tamil Nadu,23.57326397470094,31.885845977973993,9.320393389956319,2.342392868734815,32.87810378863393,153.2196687672744,136.56396327921277
Cuddalore ,Tamil Nadu,23.915666349705948,31.70189018760761,9.411424489396957,2.4643785004143157,32.50664047287517,153.2196687672744,136.4602967894779
Cuttack ,Odisha,24.429500877993323,28.985556591151354,9.341117598760583,3.2105160299729985,34.03330890212174,-0.5390523444139594,-8.847190215154244
Dadra & Nagar Haveli ,Dadra and Nagar Haveli & Daman and Diu,26.517442631710587,28.26421584392987,9.376462032458862,3.467639799915429,32.37423969198525,-16.282743048208605,-24.86294070530817
Dakshin Dinajpur ,West Bengal,26.113624630897142,28.967419862397126,9.634831489090327,2.750723594420985,32.53340042319442,36.092368061066146,14.918555668096683
Dakshina Kannada ,Karnataka,23.45542957459342,29.02687536694926,8.827914501636076,3.3446418402697726,35.345138716551475,36.801995308132966,31.222825675198273
Daman ,Dadra and Nagar Haveli & Daman and Diu,24.832635223728357,28.27910762969277,9.278415344883427,3.218646739668685,34.39119506202676,-16.282743048208605,-26.138465681178648
Damoh ,Madhya Pradesh,24.763585120653147,28.059979075175367,9.005174512722464,4.186644890423174,33.984616401025846,-76.06121191407064,-71.03156464722318
Dantewada ,Chhattisgarh,25.168878013137448,27.99063215395339,8.909084957360873,4.740071149866084,33.191333725682206,-100.00392971156064,-89.38162020060084
Darbhanga ,Bihar,26.133415217712464,28.318360199760498,9.5227730325398,3.3120577490091616,32.713393800978075,-47.05012736229415,-54.77748736685424
Darjiling ,West Bengal,23.79160652644592,29.006469197517273,8.951893030390444,3.3103412433035944,34.939690002342765,-17.667471504725025,-17.401759995283363
Darrang ,Assam,25.970269857890255,28.284758721585955,9.183734179096735,3.7459892365364196,32.815248004890634,-40.2233310864287,-45.63028161685263
Datia ,Madhya Pradesh,24.796549970652954,27.966193000104578,8.929155611691243,4.32463891165775,33.98346250589347,-76.06121191407064,-70.67740566813697
Dausa ,Rajasthan,23.878525596177948,27.733021957935172,8.317764736100932,5.494686258350542,34.5760014514354,-99.37848878710359,-80.86722554814618
Davanagere ,Karnataka,24.058301843552773,29.361588521239135,9.159046951641205,3.782956483669827,33.63810619989706,36.801995308132966,34.95670245407365
Debagarh ,Odisha,24.865393397278464,29.063596425206043,9.454856987704211,3.3252058948813863,33.29094729492989,-0.5390523444139594,-7.909530612428453
Dehradun ,Uttarakhand,23.580653066217916,29.277490668090405,8.855523006952154,3.811011598815565,34.475321659923964,17.239357057136203,21.311085588460035
Deoghar ,Jharkhand,25.41335517513833,27.96637945608174,9.073292232144913,3.9907824416664974,33.55619069496852,-81.31013812457832,-80.74748013222018
Deoria ,Uttar Pradesh,24.51994117642032,28.40860996322197,8.95826314376004,4.4677681390169655,33.6454175775807,-57.60025869445962,-49.623357946263305
Devbhumi Dwarka ,Gujarat,24.709266902108897,28.618993611697583,9.47546735122231,3.0450295840855217,34.15124255088569,28.889182239999716,15.90746297189694
Dewas ,Madhya Pradesh,24.510782476789792,28.101553430068925,8.998206306486013,3.984400286770671,34.4050574998846,-76.06121191407064,-71.94603704695285
Dhalai ,Tripura,25.358763083377077,29.340608831093654,9.534238217349072,3.230533127164062,32.53585674101614,33.97091435035291,24.854964758367576
Dhamtari ,Chhattisgarh,24.174610279242106,27.86832395675179,8.673885987150156,4.2542558162358555,35.02892396062009,-100.00392971156064,-92.49456430845777
Dhanbad ,Jharkhand,24.88617548205038,28.005590236774104,9.048317216154057,3.7434146063498845,34.31650245867158,-81.31013812457832,-81.91398433019378
Dhar ,Madhya Pradesh,24.920169154804974,28.036114385225353,9.004979343752852,4.297043520041995,33.74169359617483,-76.06121191407064,-70.53721225553903
Dharmapuri ,Tamil Nadu,24.04216575011406,31.97786083774529,9.427662388830367,2.40590816485557,32.146402858454714,153.2196687672744,137.2844813587571
Dharwad ,Karnataka,24.0843983442026,29.311824052730298,9.147483729535182,3.8328206615271716,33.62347321200475,36.801995308132966,35.019208227471225
Dhaulpur ,Rajasthan,24.076203476428482,27.778584636395763,8.384306421598215,5.695300033767225,34.06560543181032,-99.37848878710359,-79.60214661455502
Dhemaji ,Assam,25.520460309806793,28.354360909294435,9.212045030605356,3.62716354861462,33.28597020167879,-40.2233310864287,-45.981255488301414
Dhenkanal ,Odisha,24.670179365843232,29.09891000629689,9.44060765130866,3.246541207568545,33.54376176898268,-0.5390523444139594,-8.186274612948125
Dhubri ,Assam,26.23088265689927,28.350056506405526,9.225735930032258,3.6766261147342494,32.5166987919287,-40.2233310864287,-45.73342361834064
Dhule ,Maharashtra,24.5231294959902,28.889977315763563,9.199856726113143,3.9968840959389533,33.390152366194144,-3.0185880730129027,-0.8965154941676403
Dibang Valley ,Arunachal Pradesh,23.357232730213966,28.86613558321793,8.404097915855466,4.528993721998617,34.84354004871402,-64.32428172731056,-51.86757418611673
Dibrugarh ,Assam,24.396477582393935,28.146865425765423,8.903593530166779,3.346700336299448,35.206363125374416,-40.2233310864287,-48.342906441142006
Dima Hasao ,Assam,25.171234329308838,28.323197572416763,9.158537184503876,3.5655467749998895,33.78148413877064,-40.2233310864287,-46.44062102882495
Dimapur ,Nagaland,24.098239905779902,28.027200618028704,8.460062113868837,5.119010164943823,34.29548719737873,-70.76305054247388,-60.45704091289673
Dindigul ,Tamil Nadu,23.719185752421645,31.924576972137984,9.372050926185906,2.3738737248403665,32.6103126244141,153.2196687672744,136.8927272630427
Dindori ,Madhya Pradesh,24.90072344230264,28.173599965310615,9.114640186383124,4.122983601772026,33.688052804231596,-76.06121191407064,-70.9048012842183
Diu ,Dadra and Nagar Haveli & Daman and Diu,23.521142165736425,27.643416544520008,8.292168922458439,3.9534226918396405,36.58984967544549,-91.69342847094684,-86.72689677030827
Doda ,Jammu & Kashmir,23.409364821588923,28.854490543691796,8.234140064868846,6.287934520408843,33.214070049441595,-40.8891157881805,-14.315529128745933
Dohad ,Gujarat,26.165393778103095,28.75350754375637,9.658734070101456,3.138990562527698,32.28337404551138,28.889182239999716,16.96672677016427
Dumka ,Jharkhand,25.668617366938527,27.994758566623155,9.116609047390126,4.0143346628369505,33.205680356211246,-81.31013812457832,-80.50398041843289
Dungarpur ,Rajasthan,23.83088536500635,27.7196205053824,8.298749820178218,5.441243418410544,34.709500891022486,-99.37848878710359,-81.20945002473883
Durg ,Chhattisgarh,23.926651257573464,27.82862019878742,8.58371949945213,4.030102773129172,35.63090627105782,-100.00392971156064,-93.86187185077422
East Delhi,Delhi,23.081396027407518,30.987616630134035,8.573475145960598,3.613764448939131,33.743747747558714,116.78145344888327,125.10792010638826
East District ,Sikkim,23.447183176240223,30.04044211921228,8.681110563914974,4.106206326536975,33.72505781409555,62.94406543171335,67.9073690988646
East Garo Hills ,Meghalaya,25.276780477820697,28.11652819307505,8.786605644563544,4.532506236053867,33.28757944848684,-42.53430173824058,-36.8451791314522
East Godavari ,Andhra Pradesh,23.455065522230843,30.34438093826014,9.250314305237296,2.3921822507426587,34.55805698352906,119.77592170032891,99.02737539799273
East Jantia Hills ,Meghalaya,25.169791328040564,28.091539034234927,8.762061712197493,4.528409699264763,33.44819822626226,-42.53430173824058,-36.97023317466486
East Kameng ,Arunachal Pradesh,24.39880543596478,28.796528076649505,8.54140615104607,5.871143149046702,32.392117187292946,-64.32428172731056,-44.94812218758021
East Khasi Hills ,Meghalaya,24.246547174967453,28.065988587559627,8.625133154543942,3.9724749877587664,35.08985609517021,-42.53430173824058,-40.06063542256697
East Siang ,Arunachal Pradesh,23.989055149088767,29.091276969137617,8.614043889745837,5.319403565892805,32.98622042613497,-64.32428172731056,-46.69504808354294
Ernakulam ,Kerala,23.59964757873749,32.399485183681996,9.354019340649852,2.182129269880908,32.464718627049756,262.7980262988441,235.48862679184052
Erode ,Tamil Nadu,23.640073361622942,32.02782928122208,9.351332008668027,2.3349404774572866,32.64582487102966,153.2196687672744,137.10950386610563
